เลขที่คำขอ,เลขที่บัตรส่งเสริม,ชื่อบริษัทภาษาไทย,สถานที่ตั้งโรงงาน,เบอร์โทรศัพท์,เบอร์โทรสาร,จังหวัด,ประเภทกิจการ,ชื่อผลิตภัณฑ์,อุตสาหการ,ไฟฟ้า,อิเล็กทรอนิกส์และโทรคมนาคม,เครื่องกล,วิศวะเคมี,ปิโตรเคมี,โยธา,คอมพิวเตอร์,สำรวจ,โลหะการ,เหมืองแร่และธรณีวิทยา,สิ่งแวดล้อม,วิศวกรรมเกษตร,วิศวกรรมการจัดการ,โทรคมนาคม,วิศวกรรมการวัดคุม,วิศวกรรมระบบควบคุม,วิศวกรรมการผลิต,วิศวกรรมระบบควบคุมและเครื่องวัด,วิศวกรรมสิ่งทอ,วิศวกรรมเซรามิก,วิศวกรรมแปรรูปอาหาร,วิศวกรรมความปลอดภัย,วิศวกรรมอากาศยาน,บรรจุภัณฑ์,เทคโนโลยีขนถ่ายวัสดุและออกแบบผลิตภัณฑ์,สถาปัตยกรรมศาสตร์,พลาสติกแม่พิมพ์พลาสติกออกแบบเครื่องพิมพ์พลาสติก,ออกแบบอุตสาหกรรม,วิศวกรรมแหล่งน้ำและชลประทาน,ภูมิสถาปัตยกรรม,อื่น ๆ,วิทยาศาสตร์ทั่วไป,เคมี,ฟิสิกส์,ชีววิทยา,เทคโนโลยีทางอาหาร,เทคโนโลยีการพิมพ์,เทคโนโลยีชีวภาพ,วิทยาศาสตร์ทางทะเล/ประมง,คณิตศาสตร์,จุลชีววิทยา,ชีวเคมี,เทคโนโลยีการเกษตร,เทคโนโลยีการผลิต,เทคโนโลยีอุตสาหกรรม,ชีวอนามัยและความปลอดภัย,วิทยาศาสตร์สิ่งแวดล้อม,วิทยาศาสตร์คอมพิวเตอร์,วิทยาศาสตร์เทคโนโลยีการยาง,ออกแบบผลิตภัณฑ์,เภสัชศาสตร์,เทคนิคการแพทย์-กายภาพบำบัด,เทคโนโลยีโพลีเมอร์,เทคโนโลยีไฟฟ้าอุตสาหกรรม,เทคโนโลยีวัสดุ,เทคโนโลยีสารสนเทศ,เพาะเลี้ยง,พยาบาลศาสตร์,สาธารณสุขศาสตร์,สุขศาสตร์อนามัยและสิ่งแวดล้อม,วิทยาศาสตร์สาขาอื่น ๆ,กีฏวิทยา,สัตวศาสตร์,พืชไร่,พืชสวน,ประมง,วนศาสตร์,วนผลิตภัณฑ์,ส่งเสริมการเกษตร,ศึกษาศาสตร์เกษตร,ธุรกิจเกษตร,คหกรรม,เกษตรอื่น ๆ,การตลาด,เศรษฐศาสตร์-การเงินและการธนาคาร,การจัดการและการบริหารองค์กร,การบัญชี,สถิติประยุกต์,คอมพิวเตอร์ธุรกิจ,การโรงแรม- การท่องเที่ยว-อุตสาหกรรมบริการ,ควบคุมการผลิต,พาณิชย์นาวี,รัฐศาสตร์,บริหารงานบุคคล-ทรัพยากรมนุษย์,จิตวิทยา,นิติศาสตร์,สังคมวิทยา,นิเทศศาสตร์,ภาษาศาสตร์,มนุษยศาสตร์,เลขานุการ,ศึกษาศาสตร์-ครุศาสตร์,อักษรศาสตร์,ศิลปศาสตร์,อุตสาหกรรมศิลป์,บริหารธุรกิจอื่น ๆ,ช่างกลโรงงาน,ช่างเชื่อมโลหะ,ช่างไฟฟ้ากำลัง,ช่างอิเล็กทรอนิกส์,ช่างก่อสร้าง,ช่างเทคนิดสถาปัตยกรรม,ช่างเขียนแบบเครื่องกล,ช่างซ่อมบำรุง,ช่างยนต์,เทคนิคอุตสาหกรรม,ช่างเครื่องมือวัดและควบคุม,ช่างออกแบบเครื่องประดับ,ช่างคอมพิวเตอร์,ช่างวิทยาศาสตร์ทั่วไป,เคมีปฏิบัติ-วิทยาศาสตร์เคมี,สาขาเครื่องกล,ช่างโลหะ-เทคนิคโลหะ-โลหะวิทยา,ช่างเคหภัณฑ์,ช่างเจียรไนเพชร,ช่างต่อเรือ,ช่างเทคนิคการผลิต-เทคโนโลยีการผลิต,ช่างประกอบ,ช่างศิลป์-ช่างศิลป์ประยุกต์,ช่างสำรวจ,ช่างวิศวกรรมอากาศยาน,ช่างออกแบบ-ออกแบบผลิตภัณฑ์,เทคนิคยานยนต์,ช่างโทรคมนาคม,ช่างปิโตรเคมี,ฝ่ายควบคุมคุณภาพ,ฝ่ายควบคุมวัตถุดิบ,พลาสติก-ช่างฉีดพลาสติก,พิมพ์สกรีน,แม่พิมพ์พลาสติก-แม่พิมพ์,เขียนแบบเทคนิค,เทคโนโลยีโทรคมนาคมและการสื่อสาร,ช่างเทคนิคอื่น ๆ,สาขาเกษตร,สัตวบาล,สาขาประมง,ช่างกลเกษตร,สาขาธุรกิจเกษตร,แปรรูปผลผลิตเกษตร,สาขาเทคโนโลยีการยาง,สาขาคหกรรม,สาขาอาหารและโภชนาการ,สาขาเทคโนโลยีการอาหาร,อาชีวศึกษาเกษตร-ประมง อื่นๆ,สาขาการบัญชี,สาขาการตลาด,สาขาการจัดการ,สาขาเลขานุการ,สาขาคอมพิวเตอร์ธุรกิจ,สาขาการเงินการธนาคาร,สาขาพัฒนาชุมชน-การสหกรณ์,พาณิชยการ,สาขาอุตสาหกรรมการท่องเที่ยว,สาขาศิลปศาสตร์,อาชีวศึกษาบริหารธุรกิจ อื่นๆ
572905,59-1666-0-00-1-0,บริษัท 304 อินดัสเตรียล ปาร์ค จำกัด,เขตอุตสาหกรรมของบริษัท 304 อินดัสเตรียลปาร์ค 106 หมู่ที่ 7 ท่าตูม ศรีมหาโพธิ ปราจีนบุรี 25140,(037)208650,,ปราจีนบุรี,7.8,Flatted Factory,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
572908,59-1667-0-00-1-0,บริษัท 304 อินดัสเตรียล ปาร์ค จำกัด,เขตอุตสาหกรรมของบริษัท 304 อินดัสเตรียลปาร์ค 106 หมู่ที่ 7 ท่าตูม ศรีมหาโพธิ ปราจีนบุรี 25140,(037)208650,,ปราจีนบุรี,7.8,Flatted Factory,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
573044,59-1668-0-00-1-0,บริษัท 304 อินดัสเตรียล ปาร์ค จำกัด,เขตอุตสาหกรรมของบริษัท 304 อินดัสเตรียลปาร์ค 106 หมู่ที่ 7 ท่าตูม ศรีมหาโพธิ ปราจีนบุรี 25140,(037)208650,,ปราจีนบุรี,7.8,Flatted Factory,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
572907,59-1669-0-00-1-0,บริษัท 304 อินดัสเตรียล ปาร์ค จำกัด,เขตอุตสาหกรรมของบริษัท 304 อินดัสเตรียลปาร์ค 106 หมู่ที่ 7 ท่าตูม ศรีมหาโพธิ ปราจีนบุรี 25140,(037)208650,,ปราจีนบุรี,7.8,Flatted Factory,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
590748,59-1671-1-00-1-0,บริษัท เอ็นแม๊กซ์ โซล่าร์ 3 (โคกขาม) จำกัด,57/37 หมู่ที่ 4 โคกขาม เมือง สมุทรสาคร 74000,(034)864349,034-864349 # 9,สมุทรสาคร,7.1,Electricity Power from Solar Power,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590750,59-1672-1-00-1-0,บริษัท เอ็นแม๊กซ์ โซล่าร์ 2 (พันท้าย) จำกัด,57/37 หมู่ที่ 4 โคกขาม เมือง สมุทรสาคร 74000,(034)864349,034-864349 # 9,สมุทรสาคร,7.1,Electricity Power from Solar Power,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591154,59-1675-0-00-2-2,บริษัท สยามไบโอไซเอนซ์ จำกัด,99 ถนนทางหลวงชนบท นบ.5014 บางใหญ่ บางใหญ่ นนทบุรี 11140,(02)4497950-8,02-4497959,นนทบุรี,7.12,"Biological Reagent from Bacteria, Animal Cells",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591298,59-1677-1-00-0-0,บริษัท ชิไรอิชิ แคลเซียม (ไทยแลนด์) จำกัด,90/43 อาคารสาธรธานี 1 ชั้น 16 ถนนสาทรเหนือ แขวงสีลม เขตบางรัก กรุงเทพมหานคร 10500,(02)6368240,02-6368245,กรุงเทพมหานคร,7.5,International Headquarters (IHQ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572345,59-1678-0-00-1-0,บริษัท ทีพีไอ โพลีน เพาเวอร์ จำกัด (มหาชน),299/299 หมู่ที่ 5 ถนนมิตรภาพ ทับกวาง แก่งคอย สระบุรี 18260,(036)339111,036-339228-30,สระบุรี,7.1,Electricity Power from Coal,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,5,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
573117,59-1688-0-00-1-0,บริษัท วาวา แพค จำกัด,52 หมู่ที่ 3 สีคิ้ว สีคิ้ว นครราชสีมา 30140,(044)412747,044-413101,นครราชสีมา,6.12,Woven Plastic Sack & Woven Plastic Fabric,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
